,STT,Hạng mục,Xếp hạng,Username,Tổng điểmhoặc xử lý,Quà tặng,date
56,-,,,,,,04-2022
57,56,,,QuangUwU,"23,714",Thẻ 50k + chứng nhận,04-2022
58,57,,,TRUSThh,"10,386",Bộ quà + thẻ 50k,04-2022
59,58,,,angnguyen779,"8,694",Bộ quà + thẻ 50k,04-2022
60,59,,,VanhMc297,"5,261",Bộ quà + thẻ 50k,04-2022
61,60,,,KhangOwO,"4,253",Bộ quà + thẻ 50k,04-2022
62,61,,,dongha8284,"4,107",Bộ quà + thẻ 50k,04-2022
63,62,,,chutuenhi114,"4,069",Bộ quà + thẻ 50k,04-2022
64,63,,,hunghunghung,"3,864",Bộ quà + thẻ 50k,04-2022
65,64,,,linhnguyen743,"3,624",Bộ quà + thẻ 50k,04-2022
66,65,,,NguyenNgocVan9a1,"3,398",Bộ quà + thẻ 50k,04-2022
67,66,,,vaniesnow,"3,326",Bộ quà + thẻ 50k,04-2022
68,67,,,lamngocanh8061,"12,792",Bộ quà + thẻ 100k + chứng nhận,04-2022
69,68,,,brightwarrior,"7,598",Bộ quà + thẻ 50k,04-2022
70,69,,,Olwen0703,"6,317",Bộ quà + thẻ 50k,04-2022
71,70,,,Apple347,"4,965",Bộ quà + thẻ 50k,04-2022
72,71,,,thaopham76520,"4,685",Bộ quà + thẻ 50k,04-2022
73,72,,,phamhoa338,"3,841",Bộ quà + thẻ 50k,04-2022
74,73,,,Professionally,"3,388",Bộ quà + thẻ 50k,04-2022
75,74,,,dtkc12110,"3,068",Bộ quà + thẻ 50k,04-2022
76,75,,,harryisthebest,"3,029",Bộ quà + thẻ 50k,04-2022
77,76,,,pchi0802,"2,958",Bộ quà + thẻ 50k,04-2022
78,77,,,phanquynhhoa,"2,880",Bộ quà + thẻ 50k,04-2022
79,78,,,nhianh2006,"2,783",Bộ quà + thẻ 50k,04-2022
80,79,,,dungsenpai247,"2,603",Bộ quà + thẻ 50k,04-2022
81,80,,,weeihan,"2,491",Bộ quà + thẻ 50k,04-2022
82,81,,,letranquynhtrang,"2,059",Bộ quà + thẻ 50k,04-2022
83,82,,,chiukiuxiu,"2,048",Bộ quà + thẻ 50k,04-2022
84,83,,,Dorris,"2,006",Bộ quà + thẻ 50k,04-2022
85,84,,,armybts1306,"1,895",Bộ quà + thẻ 50k,04-2022
86,85,,,nguyenthihongngocngoc,"1,886",Bộ quà + thẻ 50k,04-2022
87,86,,,funeuvu,"1,875",Bộ quà + thẻ 50k,04-2022
88,87,,,sbpro09,"1,847",Bộ quà + thẻ 50k,04-2022
0,1,,,Milocute08,"27,500",Bộ quà + thẻ 100k,01-2022
1,2,,,thaopham76520,"16,610",Bộ quà + thẻ 50k,01-2022
2,3,,,dariana,"14,645",Bộ quà + thẻ 50k,01-2022
3,4,,,Wan0801,"13,797",Bộ quà + thẻ 50k,01-2022
4,5,,,dungsenpai247,"13,565",Bộ quà + thẻ 50k,01-2022
5,6,,,annenguyen1911,"11,325",Bộ quà + thẻ 50k,01-2022
6,7,,,dtkc12110,"10,490",Bộ quà + thẻ 50k,01-2022
7,8,,,Doraemon19,"9,975",Bộ quà + thẻ 50k,01-2022
8,9,,,vanhao41879,"9,306",Bộ quà + thẻ 50k,01-2022
9,10,,,pchi0802,"8,570",Bộ quà + thẻ 50k,01-2022
10,11,,,chienbinhkieuhanh226,"8,430",Bộ quà + thẻ 50k,01-2022
11,12,,,vuatoanhoc,"8,270",Bộ quà + thẻ 50k,01-2022
12,13,,,nhung0,"8,200",Bộ quà + thẻ 50k,01-2022
13,14,,,VanhMc297,"7,760",Bộ quà + thẻ 50k,01-2022
14,15,,,helik8,"7,330",Bộ quà + thẻ 50k,01-2022
15,16,,,Ha1zzz,"6,170",Bộ quà + thẻ 50k,01-2022
16,17,,,kisibongdem,"6,165",Bộ quà + thẻ 50k,01-2022
17,18,,,DungSenpai1412,"6,078",Bộ quà + thẻ 50k,01-2022
18,19,,,Sea009,"6,055",Bộ quà + thẻ 50k,01-2022
19,20,,,2k9isthebest,"6,052",Bộ quà + thẻ 50k,01-2022
20,21,,,yewnhanhatthegioi,"6,040",Bộ quà + thẻ 50k,01-2022
21,22,,,Professionally,"12,060",Bộ quà + thẻ 50k,01-2022
22,23,,,phamhoa338,"11,457",Bộ quà + thẻ 50k,01-2022
23,24,,,nguyenngocminhchau97,"7,835",Bộ quà + thẻ 50k,01-2022
24,25,,,kimngoc69587,"3,446",Bộ quà + thẻ 50k,01-2022
25,26,,,hoangminhava,"25,827",Bộ quà + thẻ 50k,01-2022
26,27,,,angnguyen779,"23,220",Bộ quà + thẻ 50k,01-2022
27,28,,,QuangUwU,"12,970",Bộ quà + thẻ 50k,01-2022
28,29,,,kingofchemistry,"11,580",Bộ quà + thẻ 50k,01-2022
29,30,,,foxthe4334,"8,060",Bộ quà + thẻ 50k,01-2022
30,31,,,quachgiahao502,"5,781",Bộ quà + thẻ 50k,01-2022
31,32,,,Orijinn,"5,395",Bộ quà + thẻ 50k,01-2022
32,33,,,taomao331,"4,535",Bộ quà + thẻ 50k,01-2022
33,34,,,ngtduyen07,"4,010",Bộ quà + thẻ 50k,01-2022
34,35,,,phambaongoc308,"3,542",Bộ quà + thẻ 50k,01-2022
35,36,,,NHa1102,"3,320",Bộ quà + thẻ 50k,01-2022
36,37,,,anhnguyenngoc823,"3,150",Bộ quà + thẻ 50k,01-2022
37,38,,,Dorris,"3,140",Bộ quà + thẻ 50k,01-2022
38,39,,,letranquynhtrang,"3,135",Bộ quà + thẻ 50k,01-2022
39,40,,,DaisyMuggles,"7,560",Bộ quà + thẻ 50k,01-2022
40,41,,,KhanhhLinhh07,"7,115",Bộ quà + thẻ 50k,01-2022
41,42,,,thoconthongminh,"5,125",Bộ quà + thẻ 50k,01-2022
42,43,,,minhhuama,"4,300",Bộ quà + thẻ 50k,01-2022
43,44,,,moduycung,"4,160",Bộ quà + thẻ 50k,01-2022
44,45,,,tranthituyet0805197,"4,085",Bộ quà + thẻ 50k,01-2022
45,46,,,trilecongtri,"4,680",Bộ quà + thẻ 50k,01-2022
46,47,,,kenngo347,"2,550",Bộ quà + thẻ 50k,01-2022
47,48,,,nguyenthihuonggiang94512,"1,040",Bộ quà + thẻ 50k,01-2022
48,49,,,Dungphtvs12500,"3,595",Bộ quà + thẻ 50k,01-2022
49,50,,,votranlyna,"3,390",Bộ quà + thẻ 50k,01-2022
50,51,,,Daoanhviet96,"2,855",Bộ quà + thẻ 50k,01-2022
51,52,,,vaniesnow,"2,220",Bộ quà + thẻ 50k,01-2022
52,53,,,oopsOwO,"12,905",Bộ quà + thẻ 50k,01-2022
53,54,,,DotothyDaisy,"11,413",Bộ quà + thẻ 50k,01-2022
54,55,,,hachu287,"8,330",Bộ quà + thẻ 50k,01-2022
55,56,,,dungsenpai247,"19,895",Thẻ 50k + chứng nhận,01-2022
56,57,,,brightwarrior,"10,573",Bộ quà + thẻ 50k,01-2022
57,58,,,Olwen0703,"10,319",Bộ quà + thẻ 50k,01-2022
58,59,,,Apple347,"8,974",Bộ quà + thẻ 50k,01-2022
59,60,,,winduc347,"7,589",Bộ quà + thẻ 50k,01-2022
60,61,,,harryisthebest,"6,849",Bộ quà + thẻ 50k,01-2022
61,62,,,ctd0309,"6,647",Bộ quà + thẻ 50k,01-2022
62,63,,,ThuyyDuongg07,"6,414",Bộ quà + thẻ 50k,01-2022
63,64,,,buiviet2932006,"6,257",Bộ quà + thẻ 50k,01-2022
64,65,,,lemona,"5,804",Bộ quà + thẻ 50k,01-2022
65,66,,,HoaiAn27,"4,934",Bộ quà + thẻ 50k,01-2022
66,67,,,lamngocanh8061,"12,462",Bộ quà + thẻ 100k + chứng nhận,01-2022
67,68,,,daichik7,"10,189",Bộ quà + thẻ 50k,01-2022
68,69,,,Dorris,"9,807",Bộ quà + thẻ 50k,01-2022
69,70,,,haducanh432007,"7,559",Bộ quà + thẻ 50k,01-2022
70,71,,,tttt1111,"7,151",Bộ quà + thẻ 50k,01-2022
71,72,,,Baby123,"5,361",Bộ quà + thẻ 50k,01-2022
72,73,,,caty09,"5,271",Bộ quà + thẻ 50k,01-2022
73,74,,,Iruma0301,"4,841",Bộ quà + thẻ 50k,01-2022
74,75,,,nganthai404,"4,480",Bộ quà + thẻ 50k,01-2022
75,76,,,chiukiuxiu,"4,032",Bộ quà + thẻ 50k,01-2022
76,77,,,KhanhHuyen3103,"3,776",Bộ quà + thẻ 50k,01-2022
77,78,,,trandohuonggiang,"3,527",Bộ quà + thẻ 50k,01-2022
78,79,,,nguyenthihongngocngoc,"3,496",Bộ quà + thẻ 50k,01-2022
79,80,,,nguyenvanquochieu,"3,441",Bộ quà + thẻ 50k,01-2022
80,81,,,dothihongha,"3,099",Bộ quà + thẻ 50k,01-2022
81,82,,,Congchuahoahong,"3,094",Bộ quà + thẻ 50k,01-2022
82,83,,,huynhthingochieu,"3,073",Bộ quà + thẻ 50k,01-2022
83,84,,,DucPhat0209,"3,050",Bộ quà + thẻ 50k,01-2022
84,85,,,weeihan,"2,670",Bộ quà + thẻ 50k,01-2022
85,86,,,NPC007,"2,603",Bộ quà + thẻ 50k,01-2022
86,87,,,tuituy,"2,295",Bộ quà + thẻ 50k,01-2022
0,1,,,dtkc12110,"19,820",Bộ quà + thẻ 100k,06-2022
1,2,,,dariana,"18,665",Bộ quà + thẻ 50k,06-2022
2,3,,,Ulatrkhongbietgihet,"15,377",Bộ quà + thẻ 50k,06-2022
3,4,,,Phuongfriendly,"12,585",Bộ quà + thẻ 50k,06-2022
4,5,,,nguyenphuc2434,"9,150",Bộ quà + thẻ 50k,06-2022
5,6,,,SaltSea,"8,855",Bộ quà + thẻ 50k,06-2022
6,7,,,StarBby1123,"8,640",Bộ quà + thẻ 50k,06-2022
7,8,,,helik8,"7,190",Bộ quà + thẻ 50k,06-2022
8,9,,,kisibongdem,"7,175",Bộ quà + thẻ 50k,06-2022
9,10,,,huyenvuppt,"7,000",Bộ quà + thẻ 50k,06-2022
10,11,,,Ren1502,"6,788",Bộ quà + thẻ 50k,06-2022
11,12,,,lukefury,"6,535",Bộ quà + thẻ 50k,06-2022
12,13,,,Phuongchi13,"6,475",Bộ quà + thẻ 50k,06-2022
13,14,,,kaibaseto,"6,435",Bộ quà + thẻ 50k,06-2022
14,15,,,MinhThu007,"6,210",Bộ quà + thẻ 50k,06-2022
15,16,,,nguyennam500,"6,170",Bộ quà + thẻ 50k,06-2022
16,17,,,ProTopTop2k9,"5,585",Bộ quà + thẻ 50k,06-2022
17,18,,,Yau2k9,"4,990",Bộ quà + thẻ 50k,06-2022
18,19,,,hai556655,"4,580",Bộ quà + thẻ 50k,06-2022
19,20,,,520History,"4,525",Bộ quà + thẻ 50k,06-2022
20,21,,,HPHG347,"4,330",Bộ quà + thẻ 50k,06-2022
21,22,,,nguyenngocminhchau97,"3,730",Bộ quà + thẻ 50k,06-2022
22,23,,,phamhoa338,"2,510",Bộ quà + thẻ 50k,06-2022
23,24,,,haotanker,"2,220",Bộ quà + thẻ 50k,06-2022
24,25,,,nguyentam91,"1,690",Bộ quà + thẻ 50k,06-2022
25,26,,,Dominic,"12,510",Bộ quà + thẻ 50k,06-2022
26,27,,,phamvansangqn2017,"6,329",Bộ quà + thẻ 50k,06-2022
27,28,,,Lazuli0908,"4,070",Bộ quà + thẻ 50k,06-2022
28,29,,,QuangUwU,"4,050",Bộ quà + thẻ 50k,06-2022
29,30,,,Eternal07,"12,975",Bộ quà + thẻ 50k,06-2022
30,31,,,30huongquynh,"8,160",Bộ quà + thẻ 50k,06-2022
31,32,,,khanhzi08,"5,570",Bộ quà + thẻ 50k,06-2022
32,33,,,ZinnNee,"5,005",Bộ quà + thẻ 50k,06-2022
33,34,,,cremebrulee365,"4,505",Bộ quà + thẻ 50k,06-2022
34,35,,,letranquynhtrang,"4,420",Bộ quà + thẻ 50k,06-2022
35,36,,,JunichiOvOkun,"4,230",Bộ quà + thẻ 50k,06-2022
36,37,,,Aurellia,"4,147",Bộ quà + thẻ 50k,06-2022
37,38,,,themoonstarhk,"3,305",Bộ quà + thẻ 50k,06-2022
38,39,,,NguyenNgocVan9a1,"2,335",Bộ quà + thẻ 50k,06-2022
39,40,,,JungJeeYeon,"5,055",Bộ quà + thẻ 50k,06-2022
40,41,,,Phuongfriendly,"2,695",Bộ quà + thẻ 50k,06-2022
41,42,,,anpham181109,"2,230",Bộ quà + thẻ 50k,06-2022
42,43,,,ipadnghi,"2,095",Bộ quà + thẻ 50k,06-2022
43,44,,,KhanhhLinhh07,"2,080",Bộ quà + thẻ 50k,06-2022
44,45,,,chibana,"3,010",Bộ quà + thẻ 50k,06-2022
45,46,,,trilecongtri,"1,480",Bộ quà + thẻ 50k,06-2022
46,47,,,thanhnhan2007,"1,750",Bộ quà + thẻ 50k,06-2022
47,-,,,,,,06-2022
48,48,,,yanquinnkhongcoten,"6,550",Bộ quà + thẻ 50k,06-2022
49,49,,,Daoanhviet96,"1,440",Bộ quà + thẻ 50k,06-2022
50,-,,,,,,06-2022
51,50,,,LuongVanManh291207,"10,934",Bộ quà + thẻ 50k,06-2022
52,51,,,Imalreadyyours,"7,640",Bộ quà + thẻ 50k,06-2022
53,52,,,SnowLovely08,"6,755",Bộ quà + thẻ 50k,06-2022
54,-,,,,,,06-2022
55,-,,,,,,06-2022
56,-,,,Ulatrkhongbietgihet,"17,742",Thẻ 50k + chứng nhận,06-2022
57,53,,,truonghohanhu,"6,018",Bộ quà + thẻ 50k,06-2022
58,54,,,Pngann,"5,172",Bộ quà + thẻ 50k,06-2022
59,55,,,yewnhanhatthegioi,"5,166",Bộ quà + thẻ 50k,06-2022
60,56,,,hoanganhlnq1234,"4,463",Bộ quà + thẻ 50k,06-2022
61,57,,,hodienankhoa,"4,078",Bộ quà + thẻ 50k,06-2022
62,58,,,kknot3033UCOM,"4,071",Bộ quà + thẻ 50k,06-2022
63,59,,,KhangOwO,"3,970",Bộ quà + thẻ 50k,06-2022
64,60,,,Andanh070707,"3,933",Bộ quà + thẻ 50k,06-2022
65,61,,,parkmiz2kx,"3,701",Bộ quà + thẻ 50k,06-2022
66,62,,,flagsnemesis2,"3,530",Bộ quà + thẻ 50k,06-2022
67,63,,,yagamiakira,"7,964",Bộ quà + thẻ 100k + chứng nhận,06-2022
68,64,,,lamngocanh8061,"6,098",Bộ quà + thẻ 50k,06-2022
69,65,,,anhnguyenngoc823,"5,097",Bộ quà + thẻ 50k,06-2022
70,66,,,phamhoa338,"3,127",Bộ quà + thẻ 50k,06-2022
71,67,,,brightwarrior,"2,717",Bộ quà + thẻ 50k,06-2022
72,68,,,ctd0309,"2,461",Bộ quà + thẻ 50k,06-2022
73,69,,,kieuyen826,"2,341",Bộ quà + thẻ 50k,06-2022
74,70,,,Baby123,"2,165",Bộ quà + thẻ 50k,06-2022
75,71,,,ngan77666,"2,122",Bộ quà + thẻ 50k,06-2022
76,72,,,Armed06,"2,112",Bộ quà + thẻ 50k,06-2022
77,73,,,kisibongdem,"1,989",Bộ quà + thẻ 50k,06-2022
78,74,,,taomao331,"1,850",Bộ quà + thẻ 50k,06-2022
79,75,,,sbpro09,"1,758",Bộ quà + thẻ 50k,06-2022
80,76,,,dungsenpai247,"1,683",Bộ quà + thẻ 50k,06-2022
0,1,,,Milocute08,"16,865",Bộ quà + thẻ 100k,10-2021
1,2,,,Kakaseto,"15,930",Bộ quà + thẻ 50k,10-2021
2,3,,,chinhphuctatca,"15,080",Bộ quà + thẻ 50k,10-2021
3,4,,,ctd0309,"11,965",Bộ quà + thẻ 50k,10-2021
4,5,,,thanhnguyengia2007,"11,955",Bộ quà + thẻ 50k,10-2021
5,6,,,Miette,"11,810",Bộ quà + thẻ 50k,10-2021
6,7,,,2k9isthebest,"11,100",Bộ quà + thẻ 50k,10-2021
7,8,,,truongtuan123,"10,985",Bộ quà + thẻ 50k,10-2021
8,9,,,Lovemath123,"10,690",Bộ quà + thẻ 50k,10-2021
9,10,,,khanhdat,"10,190",Bộ quà + thẻ 50k,10-2021
10,11,,,doquangtai2k9,"9,700",Bộ quà + thẻ 50k,10-2021
11,12,,,haducdung2009,"9,606",Bộ quà + thẻ 50k,10-2021
12,13,,,hamyk8,"8,507",Bộ quà + thẻ 50k,10-2021
13,14,,,Ativity,"8,265",Bộ quà + thẻ 50k,10-2021
14,15,,,lamngocanh8061,"8,100",Bộ quà + thẻ 50k,10-2021
15,16,,,kisibongdem,"7,865",Bộ quà + thẻ 50k,10-2021
16,17,,,thongoccungtrangcute,"7,810",Bộ quà + thẻ 50k,10-2021
17,18,,,tramy362,"7,630",Bộ quà + thẻ 50k,10-2021
18,19,,,Ha1zzz,"7,305",Bộ quà + thẻ 50k,10-2021
19,20,,,SunHee,"6,865",Bộ quà + thẻ 50k,10-2021
20,21,,,MinhhDuc2k7,"6,810",Bộ quà + thẻ 50k,10-2021
21,22,,,Professionally,"10,940",Bộ quà + thẻ 50k,10-2021
22,23,,,kimngoc69587,"10,145",Bộ quà + thẻ 50k,10-2021
23,24,,,MinhThu007,"9,175",Bộ quà + thẻ 50k,10-2021
24,25,,,nguyentam91,"8,550",Bộ quà + thẻ 50k,10-2021
25,26,,,trangha68708,"14,115",Bộ quà + thẻ 50k,10-2021
26,27,,,buiviet2932006,"10,535",Bộ quà + thẻ 50k,10-2021
27,28,,,AllanMusic,"9,570",Bộ quà + thẻ 50k,10-2021
28,29,,,lqphuc2006,"7,155",Bộ quà + thẻ 50k,10-2021
29,30,,,Camsama,"12,105",Bộ quà + thẻ 50k,10-2021
30,31,,,Dorris,"11,005",Bộ quà + thẻ 50k,10-2021
31,32,,,Miaaaa,"10,350",Bộ quà + thẻ 50k,10-2021
32,33,,,letranquynhtrang,"9,780",Bộ quà + thẻ 50k,10-2021
33,34,,,VanNoriakiOwO,"9,640",Bộ quà + thẻ 50k,10-2021
34,35,,,taomao331,"9,040",Bộ quà + thẻ 50k,10-2021
35,36,,,thuhuyen215,"7,505",Bộ quà + thẻ 50k,10-2021
36,37,,,Khoa24082006,"5,895",Bộ quà + thẻ 50k,10-2021
37,38,,,foxthe4334,"4,649",Bộ quà + thẻ 50k,10-2021
38,39,,,huynhthingochieu,"4,050",Bộ quà + thẻ 50k,10-2021
39,40,,,Minaaa,"7,978",Bộ quà + thẻ 50k,10-2021
40,41,,,FreedomWriters,"5,900",Bộ quà + thẻ 50k,10-2021
41,42,,,LamNhac,"5,274",Bộ quà + thẻ 50k,10-2021
42,43,,,HaiDang112233,"4,025",Bộ quà + thẻ 50k,10-2021
43,44,,,hienchi20112009,"3,805",Bộ quà + thẻ 50k,10-2021
44,45,,,biologyislife2408,"7,115",Bộ quà + thẻ 50k,10-2021
45,46,,,trilecongtri,"4,490",Bộ quà + thẻ 50k,10-2021
46,47,,,Kaneghoul128,"1,040",Bộ quà + thẻ 50k,10-2021
47,48,,,lalisamanoban0327,"1,425",Bộ quà + thẻ 50k,10-2021
48,49,,,tuongtaylor,"4,025",Bộ quà + thẻ 50k,10-2021
49,50,,,xuanduc4994,"3,022",Bộ quà + thẻ 50k,10-2021
50,51,,,manhquang0306,"2,585",Bộ quà + thẻ 50k,10-2021
51,52,,,holliwood,"1,105",Bộ quà + thẻ 50k,10-2021
52,53,,,gauconcute2k9,"8,851",Bộ quà + thẻ 50k,10-2021
53,54,,,HelanDeys,"7,800",Bộ quà + thẻ 50k,10-2021
54,55,,,khiemvu197,"7,664",Bộ quà + thẻ 50k,10-2021
55,-,,,ctd0309,"13,550",Thẻ 50k + chứng nhận,10-2021
56,56,,,White777,"6,945",Bộ quà + thẻ 50k,10-2021
57,57,,,dtkc12110,"6,545",Bộ quà + thẻ 50k,10-2021
58,58,,,sbpro09,"6,365",Bộ quà + thẻ 50k,10-2021
59,59,,,thanhthien,"5,876",Bộ quà + thẻ 50k,10-2021
60,60,,,DucPhat0209,"5,145",Bộ quà + thẻ 50k,10-2021
61,61,,,2k9thicogisai,"5,080",Bộ quà + thẻ 50k,10-2021
62,62,,,TTTskx,"4,315",Bộ quà + thẻ 50k,10-2021
63,63,,,vinh05032008,"4,102",Bộ quà + thẻ 50k,10-2021
64,64,,,Xukaminamotor,"3,610",Bộ quà + thẻ 50k,10-2021
65,65,,,TienMinh1941,"3,435",Bộ quà + thẻ 50k,10-2021
66,66,,,lamngocanh8061,"10,111",Bộ quà + thẻ 100k + chứng nhận,10-2021
67,67,,,bangtann,"10,025",Bộ quà + thẻ 50k,10-2021
68,68,,,letranquynhtrang,"4,590",Bộ quà + thẻ 50k,10-2021
69,69,,,armybts1306,"4,324",Bộ quà + thẻ 50k,10-2021
70,70,,,daichik7,"4,165",Bộ quà + thẻ 50k,10-2021
71,71,,,tranbichtram149cm,"3,975",Bộ quà + thẻ 50k,10-2021
72,72,,,Lovemath123,"3,656",Bộ quà + thẻ 50k,10-2021
73,73,,,yagamiakira,"3,652",Bộ quà + thẻ 50k,10-2021
74,74,,,nganthai404,"3,599",Bộ quà + thẻ 50k,10-2021
75,75,,,ThanhTruc2008,"3,383",Bộ quà + thẻ 50k,10-2021
76,76,,,haducanh432007,"3,161",Bộ quà + thẻ 50k,10-2021
77,77,,,Kakashin2007,"3,017",Bộ quà + thẻ 50k,10-2021
78,78,,,Iruma0301,"2,969",Bộ quà + thẻ 50k,10-2021
79,79,,,Congchuahoahong,"2,872",Bộ quà + thẻ 50k,10-2021
80,80,,,Peropero3,"2,647",Bộ quà + thẻ 50k,10-2021
81,81,,,haducdung2009,"2,547",Bộ quà + thẻ 50k,10-2021
82,82,,,tuituy,"2,358",Bộ quà + thẻ 50k,10-2021
83,83,,,chiukiuxiu,"2,343",Bộ quà + thẻ 50k,10-2021
84,84,,,tranma1985,"2,247",Bộ quà + thẻ 50k,10-2021
85,85,,,vdtruong0903,"2,079",Bộ quà + thẻ 50k,10-2021
86,86,,,bangbang1310,"2,048",Bộ quà + thẻ 50k,10-2021
0,1,Toán,Nhất,Phuongfriendly,"28,535",Bộ quà + thẻ 100k,12-2022
1,2,Toán,Nhì,ichigobankai,"18,245",Bộ quà + thẻ 50k,12-2022
2,3,Toán,Ba,Hinaka,"17,750",Bộ quà + thẻ 50k,12-2022
3,4,Toán,4,DYNAMONSWORLD,"15,290",Bộ quà + thẻ 50k,12-2022
4,5,Toán,5,2k10kaitokid,"9,655",Bộ quà + thẻ 50k,12-2022
5,6,Toán,6,duong612009,"8,660",Bộ quà + thẻ 50k,12-2022
6,7,Toán,7,anhthi4,"8,565",Bộ quà + thẻ 50k,12-2022
7,8,Toán,8,TranDuyAnh123,"7,515",Bộ quà + thẻ 50k,12-2022
8,9,Toán,9,nguyenminhkhoi524,"6,420",Bộ quà + thẻ 50k,12-2022
9,10,Toán,10,unluck,"6,065",Bộ quà + thẻ 50k,12-2022
10,11,Toán,11,Sayhi3,"5,995",Bộ quà + thẻ 50k,12-2022
11,12,Toán,12,chiminh0,"5,874",Bộ quà + thẻ 50k,12-2022
12,13,Toán,13,congtrinhayp,"5,730",Bộ quà + thẻ 50k,12-2022
13,14,Toán,14,vulynha,"5,330",Bộ quà + thẻ 50k,12-2022
14,15,Toán,15,Unavailable26,"5,205",Bộ quà + thẻ 50k,12-2022
15,16,Toán,16,toanyeuvanh,"5,055",Bộ quà + thẻ 50k,12-2022
16,17,Toán,17,Yau2k9,"5,020",Bộ quà + thẻ 50k,12-2022
17,18,Toán,18,Anne15,"4,850",Bộ quà + thẻ 50k,12-2022
18,19,Toán,19,trinhminhhoang3122011,"4,290",Bộ quà + thẻ 50k,12-2022
19,20,Toán,20,nguyenchithanh0,"4,050",Bộ quà + thẻ 50k,12-2022
20,21,Toán,21,khoidao5,"3,400",Bộ quà + thẻ 50k,12-2022
21,22,Lý,Nhất,Jez707,"4,870",Bộ quà + thẻ 50k,12-2022
22,23,Lý,Nhì,nguyenngocminhchau97,"3,505",Bộ quà + thẻ 50k,12-2022
23,24,Lý,Ba,vvv323,"2,995",Bộ quà + thẻ 50k,12-2022
24,25,Lý,4,Nguoibian1805,"2,955",Bộ quà + thẻ 50k,12-2022
25,26,Hóa,Nhất,abcxzy,"15,785",Bộ quà + thẻ 50k,12-2022
26,27,Hóa,Nhì,pentane205,"9,415",Bộ quà + thẻ 50k,12-2022
27,28,Hóa,Ba,Winroz,"6,715",Bộ quà + thẻ 50k,12-2022
28,29,Hóa,4,trumhoahocc,"6,560",Bộ quà + thẻ 50k,12-2022
29,30,AV,Nhất,baotienayunpa,"5,135",Bộ quà + thẻ 50k,12-2022
30,31,AV,Nhì,cam_cam,"4,610",Bộ quà + thẻ 50k,12-2022
31,32,AV,Ba,hodienankhoa,"3,970",Bộ quà + thẻ 50k,12-2022
32,33,AV,4,MinhHuy07,"3,775",Bộ quà + thẻ 50k,12-2022
33,34,AV,5,gausdoan,"3,735",Bộ quà + thẻ 50k,12-2022
34,35,AV,6,duongnguyen3513,"3,710",Bộ quà + thẻ 50k,12-2022
35,36,AV,7,ZinnNee,"3,180",Bộ quà + thẻ 50k,12-2022
36,37,AV,8,hanguyen1247058,"3,135",Bộ quà + thẻ 50k,12-2022
37,38,AV,9,RicardoTrivelaKa09,"3,100",Bộ quà + thẻ 50k,12-2022
38,39,AV,10,KhanhTram08,"2,955",Bộ quà + thẻ 50k,12-2022
39,40,Văn,Nhất,DaisyMuggles,"12,115",Bộ quà + thẻ 50k,12-2022
40,41,Văn,Nhì,anhthuminhthu04,"6,960",Bộ quà + thẻ 50k,12-2022
41,42,Văn,Ba,khoanguyen045,"6,910",Bộ quà + thẻ 50k,12-2022
42,43,Văn,4,hungbui52718,"5,520",Bộ quà + thẻ 50k,12-2022
43,44,Văn,5,Watter03,"3,605",Bộ quà + thẻ 50k,12-2022
44,45,Sinh,Nhất,chibana,"8,120",Bộ quà + thẻ 50k,12-2022
45,46,Sử,Không ai đoạt giải,,,,12-2022
46,47,Địa,Nhất,Caroden,"1,635",Bộ quà + thẻ 50k,12-2022
47,48,GDCD,Nhất,peQuyencuti,"1,215",Bộ quà + thẻ 50k,12-2022
48,49,Tin,Nhất,shamsiel,"4,985",Bộ quà + thẻ 50k,12-2022
49,50,Tin,Nhì,PeakingBlinder,"3,195",Bộ quà + thẻ 50k,12-2022
50,51,Tin,Ba,Daoanhviet96,"2,800",Bộ quà + thẻ 50k,12-2022
51,52,Công nghệ,Nhất,nguyenthuy1810,"1,390",Bộ quà + thẻ 50k,12-2022
52,53,Nhạc họa,Nhất,Unnchan,"3,735",Bộ quà + thẻ 50k,12-2022
53,54,Nhạc họa,Nhì,NaeOvO,"2,775",Bộ quà + thẻ 50k,12-2022
54,55,Nhạc họa,Ba,Carwyun007,"2,110",Bộ quà + thẻ 50k,12-2022
55,56,KHTN,Nhất,Fiammetta,"2,155",Bộ quà + thẻ 50k,12-2022
56,57,Sử & Địa,Không ai đoạt giải,,,,12-2022
57,58,Khác,Không ai đoạt giải,,,,12-2022
58,59,BĐHH,Nhất,ichigobankai,"18,380",Thẻ 50k + chứng nhận,12-2022
59,60,BĐHH,Nhì,nguyenngan4028,"3,715",Bộ quà + thẻ 50k,12-2022
60,61,BĐHH,Ba,Mariss08,"3,255",Bộ quà + thẻ 50k,12-2022
61,62,BĐHH,4,lequangdien201,"2,752",Bộ quà + thẻ 50k,12-2022
62,63,BĐHH,5,huynhanhduong12,"2,645",Bộ quà + thẻ 50k,12-2022
63,64,BĐHH,6,trangnguyen8451,"2,310",Bộ quà + thẻ 50k,12-2022
64,65,BĐHH,7,Nagisagay,"2,205",Bộ quà + thẻ 50k,12-2022
65,66,BĐHH,8,TanDat2k8,"1,615",Bộ quà + thẻ 50k,12-2022
66,67,BĐHH,9,phuongthanh08,"1,590",Bộ quà + thẻ 50k,12-2022
67,68,BĐHH,10,123quanbao,"1,575",Bộ quà + thẻ 50k,12-2022
